file,section,section_label,col,bottom_label,upper_fragments,CORRECT_dim1,CORRECT_dim2,note
Welfare_Mt513,1,,21.0,信徒,,第七日再臨團,信徒,machine-proposed; needs human check
Welfare_Mt513,1,,22.0,佈教師,正教,正教,佈教師,machine-proposed; needs human check
Welfare_Mt513,1,,23.0,信徒,,正教,信徒,machine-proposed; needs human check
Welfare_Mt513,1,,24.0,佈教師,霍利納斯教,霍利納斯教,佈教師,machine-proposed; needs human check
Welfare_Mt513,1,,25.0,信徒,,霍利納斯教,信徒,machine-proposed; needs human check
Welfare_Mt513,1,,26.0,佈教師,其他,其他,佈教師,machine-proposed; needs human check
Welfare_Mt513,1,,27.0,信徒,,其他,信徒,machine-proposed; needs human check
Welfare_Mt514,1,,2.0,,教務所,教務所,,machine-proposed; needs human check
Welfare_Mt514,1,,3.0,,說教所,說教所,,machine-proposed; needs human check
Welfare_Mt514,1,,4.0,屬佈教師,說教所所,說教所所屬佈教師,,machine-proposed; needs human check
Welfare_Mt514,1,,5.0,共計,說教所所屬信徒,說教所所屬信徒,共計,machine-proposed; needs human check
Welfare_Mt514,1,,6.0,本省人,,說教所所屬信徒,本省人,machine-proposed; needs human check
Welfare_Mt514,1,,7.0,外省人(1),,說教所所屬信徒,外省人(1),machine-proposed; needs human check
Welfare_Mt514,1,,8.0,日本人,,說教所所屬信徒,日本人,machine-proposed; needs human check
Welfare_Mt515,1,,2.0,佈教師,總,總計,佈教師,machine-proposed; needs human check
Welfare_Mt515,1,,3.0,信徒,計,總計,信徒,machine-proposed; needs human check
Welfare_Mt515,1,,4.0,佈教師,天理教,天理教,佈教師,machine-proposed; needs human check
Welfare_Mt515,1,,5.0,信徒,,天理教,信徒,machine-proposed; needs human check
Welfare_Mt515,1,,6.0,佈教師,金光教,金光教,佈教師,machine-proposed; needs human check
Welfare_Mt515,1,,7.0,信徒,,金光教,信徒,machine-proposed; needs human check
Welfare_Mt515,1,,8.0,佈教師,神習教,神習教,佈教師,machine-proposed; needs human check
Welfare_Mt515,1,,9.0,信徒,,神習教,信徒,machine-proposed; needs human check
Welfare_Mt515,1,,10.0,佈教師,御嶽教,御嶽教,佈教師,machine-proposed; needs human check
Welfare_Mt515,1,,11.0,信徒,,御嶽教,信徒,machine-proposed; needs human check
Welfare_Mt515,1,,12.0,佈教師,實行教,實行教,佈教師,machine-proposed; needs human check
Welfare_Mt515,1,,13.0,信徒,,實行教,信徒,machine-proposed; needs human check
Welfare_Mt515,1,,14.0,佈教師,大社教,大社教,佈教師,machine-proposed; needs human check
Welfare_Mt515,1,,15.0,信徒,,大社教,信徒,machine-proposed; needs human check
Welfare_Mt515,1,,16.0,佈教師,扶桑教,扶桑教,佈教師,machine-proposed; needs human check
Welfare_Mt515,1,,17.0,信徒,,扶桑教,信徒,machine-proposed; needs human check
Welfare_Mt515,1,,18.0,佈教師,神理教,神理教,佈教師,machine-proposed; needs human check
Welfare_Mt515,1,,19.0,信徒,,神理教,信徒,machine-proposed; needs human check
Welfare_Mt515,1,,20.0,佈教師,神道派,神道派,佈教師,machine-proposed; needs human check
Welfare_Mt515,1,,21.0,信徒,,神道派,信徒,machine-proposed; needs human check
Welfare_Mt515,1,,22.0,佈教師,黑住教,黑住教,佈教師,machine-proposed; needs human check
Welfare_Mt515,1,,23.0,信徒,,黑住教,信徒,machine-proposed; needs human check
